,title,media,date,datetime,desc,link,img
114,Religious exemption for COVID vaccine: Does military mandate offer one?,Deseret News,"Sep 22, 2021",2021-09-22,"Hickam 15th Medical Group hosts the first COVID-19 mass vaccination on 
Joint Base Pearl Harbor-Hickam on Feb. 9, 2021. Tech. Sgt. Anthony Nelson 
Jr., Department...",https://www.deseret.com/faith/2021/9/22/22686236/how-the-military-handles-religious-exemptions-to-vaccine-mandates-army-directive-thomas-massie,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
115,Australia Approves China's Sinovac Shot Ahead of Border ...,Bloomberg.com,"Sep 30, 2021",2021-09-30,"Tracking Covid-19 · A number of European countries have said they will 
accept the vaccine, known as Coronavac, as part of programs for vaccinated 
entry. · Earlier...",https://www.bloomberg.com/news/articles/2021-10-01/australia-recognizes-sinovac-covishield-as-valid-vaccinations,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
116,Sputnik V: WHO suspends approval process for COVID vaccine due to 'manufacturing' concerns,Euronews,"Sep 20, 2021",2021-09-20,"The World Health Organization (WHO) has suspended the approval process for 
Russia's Sputnik V COVID vaccine. A regional WHO official said the 
manufacturing...",https://www.euronews.com/next/2021/09/16/sputnik-v-who-suspends-approval-process-for-covid-vaccine-due-to-manufacturing-concerns,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
117,The rationales for and against a third dose of the COVID-19 vaccine,Fortune,"Sep 9, 2021",2021-09-09,"Last month, the Biden administration announced that all Americans would 
have access to an additional vaccine dose for COVID-19 by the end of the 
month.",https://fortune.com/2021/09/09/covid-19-vaccine-booster-third-dose-pfizer-moderna/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
118,"2021 Lasker Awards Honor Work in mRNA Vaccines, Neuroscience and More",The New York Times,"Sep 28, 2021",2021-09-28,"A crucial advance that led to Covid vaccines. Katalin Kariko, a senior vice 
president at BioNTech, and Dr. Drew Weissman, a professor in vaccine 
research at the...",https://www.nytimes.com/2021/09/24/health/lasker-awards-covid-vaccine.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
119,Covid Vaccine Resisters Seek Religious Exemptions. But What Counts?,The New York Times,"Sep 15, 2021",2021-09-15,"Some vaccines were developed using fetal cell lines from aborted fetuses, 
she wrote, ... across the country begin requiring Covid vaccinations for 
workers,...",https://www.nytimes.com/2021/09/11/us/covid-vaccine-religion-exemption.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
120,COVID vaccine mandate applies to California prison guards,CalMatters,"Sep 28, 2021",2021-09-28,"barbed wire over a prison yard. A federal judge imposed a COVID vaccine 
mandate on state prison employees in a ruling issued in response to a 
lawsuit.",https://calmatters.org/justice/criminal-justice/2021/09/covid-vaccine-mandate-prison-guards-california/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
121,Governor Hochul Announces New Requirements and ...,Governor Kathy Hochul,"Sep 2, 2021",2021-09-02,"Requirement for COVID-19 Testing for Teachers and other School 
Employees—with Opt-Out for Vaccinated—Passes Public Health and Health 
Planning Council;...",https://www.governor.ny.gov/news/governor-hochul-announces-new-requirements-and-guidance-safe-reopening-new-york-schools,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
122,"COVID vaccine for type 2 diabetes: safety, eligibility, side effects",Medical News Today,"Sep 28, 2021",2021-09-28,"What to know about type 2 diabetes, COVID-19, and vaccines ... COVID-19 is 
a disease that the virus SARS-CoV-2, a type of coronavirus, causes. The 
virus is highly...",https://www.medicalnewstoday.com/articles/type-2-diabetes-covid-vaccine,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
123,Opinion | Biden Is Right: Vaccine Refusal ‘Has Cost All of Us’,The New York Times,"Sep 10, 2021",2021-09-10,"As Americans contemplate the prospect of a second winter trapped in the 
grip of Covid-19, remember that it didn't need to be this way. Vaccines 
were...",https://www.nytimes.com/2021/09/10/opinion/biden-covid-vaccine.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
124,AstraZeneca Covid Vaccine Technology Shows Promise for ...,Bloomberg.com,"Sep 3, 2021",2021-09-03,"Scientists behind the University of Oxford and AstraZeneca Plc Covid-19 
shot are using the same technology to try to develop a therapeutic cancer 
vaccine,...",https://www.bloomberg.com/news/articles/2021-09-03/oxford-covid-vaccine-technology-shows-promise-for-cancer-shot,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
125,A Nurse Is Bringing Light To A Dark Time With A Chandelier ...,NPR,"Sep 8, 2021",2021-09-08,"All in all, Weiss used 271 glass vials of the Moderna vaccine and about 10 
... one dose of the COVID-19 vaccine, according to Boulder County Public 
Health.",https://www.npr.org/2021/09/08/1034983586/nurse-chandelier-vaccine-vials-colorado-boulder,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
126,Volunteers sought for vaccine trial of COVID-19 booster,Newsroom - UW,"Sep 17, 2021",2021-09-17,"Researchers at the University of Washington School of Medicine are 
enrolling volunteers for a COVID-19 booster vaccine trial. Volunteers will 
participate in...",https://newsroom.uw.edu/news/volunteers-sought-vaccine-trial-covid-19-booster,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
127,What to know about booster shots if you received Johnson & Johnson’s COVID-19 vaccine,PBS,"Sep 8, 2021",2021-09-08,"FILE PHOTO: Vials labelled ""COVID-19 Coronavirus Vaccine"" and sryinge are 
seen. By —. Maureen Ferran, The Conversation...",https://www.pbs.org/newshour/health/what-to-know-about-booster-shots-if-you-received-johnson-johnsons-covid-19-vaccine,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
128,NIH orders $1.67M study on how COVID-19 vaccine impacts menstrual cycle,New York Post,"Sep 7, 2021",2021-09-07,"The National Institutes of Health has announced a $1.67 million study to 
investigate reports that suggest the COVID-19 vaccine may come with an 
unexpected...",https://nypost.com/2021/09/07/nih-to-study-how-covid-19-vaccine-impacts-menstrual-cycle/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
129,News & Media » News » 2021 » Avera Requires COVID-19 ...,Avera Health,"Sep 7, 2021",2021-09-07,"Requiring a COVID-19 vaccine is consistent with our other Human Resources 
policies,” said Kim Jensen, Chief Human Resources Officer at Avera Health.",https://www.avera.org/news-media/news/2021/avera-requires-covid-19-vaccines-for-employees-to-protect-patien/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
130,"COVID vaccine, testing rules for Universal Studios, Six Flags",Los Angeles Times,"Sep 30, 2021",2021-09-30,"Universal Studios, Six Flags are requiring COVID vaccines or tests: How it 
will work ... the type of vaccine provided and the date of the last dose.",https://www.latimes.com/california/story/2021-09-30/covid-vaccine-testing-rules-universal-studios-six-flags,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
131,Covid-19 is crushing this corner of rural America. Getting the vaccine can still feel like an act of treason,CNN,"Sep 9, 2021",2021-09-09,"(CNN) It felt like Covid-19 was closing in around us during the five days 
in August this CNN crew spent in Carter County, Missouri.",https://www.cnn.com/2021/09/09/us/ozarks-missouri-covid-vaccine/index.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
132,Los Angeles Schools Will Require COVID-19 Vaccine for Kids ...,Healthline,"Sep 18, 2021",2021-09-18,"To attend in-person lessons, they must be fully vaccinated by Dec. 19. 
LAUSD is the largest school district in the country to enact a COVID-19 
vaccination...",https://www.healthline.com/health-news/will-more-schools-follow-los-angeles-lead-and-require-covid-19-vaccination,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
133,Detroit hospital system sued over COVID-19 vaccine mandate,Reuters,"Sep 7, 2021",2021-09-07,"It notes: “FDA requires healthcare providers to report any death after 
COVID-19 vaccination to VAERS, even if it's unclear whether the vaccine was 
the cause.”.",https://www.reuters.com/legal/government/detroit-hospital-system-sued-over-covid-19-vaccine-mandate-2021-09-07/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
134,COVID Misinformation Pushed By Some Doctors Without ...,NPR,"Sep 14, 2021",2021-09-14,"She told people to avoid vaccination against the coronavirus. ... 
""Physicians who generate and spread COVID-19 vaccine misinformation or 
disinformation are...",https://www.npr.org/sections/health-shots/2021/09/14/1035915598/doctors-covid-misinformation-medical-license,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
135,News release: New mobile app gives Minnesotans access to ...,Minnesota Department of Health,"Sep 15, 2021",2021-09-15,"Docket enables residents with a Minnesota Immunization Information ... can 
use the Docket app to access their record, including their COVID-19 
vaccination.",https://www.health.state.mn.us/news/pressrel/2021/docket091521.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
136,Blues to require COVID-19 vaccination or negative test for ...,NHL.com,"Sep 17, 2021",2021-09-17,"Blues to require COVID-19 vaccination or negative test for home games. 
Policy applies to all events at Enterprise Center and Stifel Theatre; 
begins Oct. 15. by...",https://www.nhl.com/blues/news/st-louis-blues-covid-vaccination-policy/c-326161436,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
137,75% of US Adults Have Now Gotten Least 1 Covid Vaccine ...,Bloomberg.com,"Sep 7, 2021",2021-09-07,"WATCH: Three-quarters of U.S. adults have received at least one dose of a 
Covid-19 vaccine as of Tuesday, according to a White House official, 
setting a new...",https://www.bloomberg.com/news/articles/2021-09-07/u-s-reaches-75-of-adults-with-at-least-one-vaccine-dose,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
138,"Gov. Kristi Noem: If President Biden mandates vaccines, South Dakota will see him in court",USA Today,"Sep 16, 2021",2021-09-16,"Kristi Noem: If President Biden mandates vaccines, South Dakota will see 
him in court. Opposing View: I'd encourage Americans to get vaccinated, as 
I did. But...",https://www.usatoday.com/story/opinion/todaysdebate/2021/09/16/biden-covid-vaccine-mandate-kristi-noem/8347957002/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
139,India's DNA COVID vaccine is a world first – more are coming,Nature,"Sep 2, 2021",2021-09-02,"The ZyCoV-D vaccine heralds a wave of DNA vaccines for various diseases 
that ... India has approved a new COVID-19 vaccine that uses circular 
strands of DNA...",https://www.nature.com/articles/d41586-021-02385-x,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
140,Mayor Bowser Announces COVID-19 Vaccination ...,Mayor Muriel Bowser,"Sep 20, 2021",2021-09-20,"Mayor Bowser Announces COVID-19 Vaccination Requirements for All Adults 
Regularly in Schools and Child Care Centers and for Student Athletes.",https://mayor.dc.gov/release/mayor-bowser-announces-covid-19-vaccination-requirements-all-adults-regularly-schools-and,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
141,The Best Birthday Present in 2021? A Covid Vaccine.,The New York Times,"Sep 5, 2021",2021-09-05,"A Covid Vaccine. Turning 12 has taken on added significance this summer, as 
tweens line up for shots allowing them to see friends and play sports again.",https://www.nytimes.com/2021/09/05/health/covid-vaccine-12-yr-olds.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
142,Covid Vaccine Access Inequality Leaves Poor Nations ...,Bloomberg.com,"Sep 3, 2021",2021-09-03,"Almost a year into the rollout of Covid-19 vaccines, health officials are 
still struggling to close a yawning gap. While 64% of people in wealthy 
countries...",https://www.bloomberg.com/news/articles/2021-09-03/rich-countries-hog-vaccines-is-there-a-solution-quicktake,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
143,"NFL vaccine rules, explained: What happens when a player enters COVID protocol?",Sporting News,"Sep 12, 2021",2021-09-12,"Heading into the 2021 NFL season, the league's COVID protocols for 
unvaccinated players remain largely the same as they were in 2020. 
Vaccinated players still...",https://www.sportingnews.com/us/nfl/news/nfl-covid-vaccine-rules-explained/1efarozoadvh11vig3gtdctcdz,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
144,Coronavirus - MDHHS launches online access to ...,State of Michigan,"Sep 9, 2021",2021-09-09,"Michigan adults with immunization records posted in the Michigan Care 
Improvement Registry (MCIR), including COVID-19 vaccination, will be able 
to locate...","https://www.michigan.gov/coronavirus/0,9753,7-406-98158-567653--,00.html","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
145,Riverside County sheriff won't enforce COVID vaccine mandate,Los Angeles Times,"Sep 14, 2021",2021-09-14,"Riverside County Sheriff Chad Bianco says he will not enforce any COVID-19 
vaccine mandates for Sheriff's Department employees. (Riverside County 
Sheriff's...",https://www.latimes.com/california/story/2021-09-14/riverside-county-sheriff-wont-enforce-covid-vaccine-mandates,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
146,"City of Savannah, Chatham County, others offering $500 ...",Savannah Morning News,"Sep 13, 2021",2021-09-13,"City of Savannah, Chatham County, others offering $500 COVID vaccine 
incentive ... to offer a $500 vaccine incentive to all full and part-time 
employees.",https://www.savannahnow.com/story/news/2021/09/13/savannah-ga-offer-500-covid-vaccine-incentive-employees/8315007002/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
147,"BayCare will mandate COVID vaccine for its workers, following new federal rules",Tampa Bay Times,"Sep 9, 2021",2021-09-09,"BayCare will mandate COVID vaccine for its workers, following new federal 
rules. The health care firm says workers at its 14 Tampa Bay area hospitals 
will have...",https://www.tampabay.com/news/health/2021/09/09/baycare-will-mandate-covid-vaccine-for-its-workers-following-new-federal-rules/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
148,Opinion | We Work at the A.C.L.U. Here’s What We Think About Vaccine Mandates.,The New York Times,"Sep 2, 2021",2021-09-02,"Here's why civil liberties objections to Covid vaccine mandates are 
generally unfounded. Vaccines are a justifiable intrusion on autonomy and 
bodily...",https://www.nytimes.com/2021/09/02/opinion/covid-vaccine-mandates-civil-liberties.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
149,AF announces mandatory COVID vaccine deadlines,Eglin Air Force Base,"Sep 7, 2021",2021-09-07,"Mandatory vaccination through a military provider will initially only 
include the Pfizer-BioNTech mRNA COVID-19 ® vaccine (widely referred to as 
“Comirnaty®”...",https://www.eglin.af.mil/News/Article-Display/Article/2766118/af-announces-mandatory-covid-vaccine-deadlines/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
150,COVID vaccine the mark of the beast? What the Book of ...,USA Today,"Sep 26, 2021",2021-09-26,"As the delta variant of the coronavirus spreads, many Americans resist 
COVID-19 vaccines, some citing the uncertainty of long-term side effects, 
others lacking...",https://www.usatoday.com/story/news/nation/2021/09/26/covid-vaccine-mark-beast-what-book-revelation-says/8255268002/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
151,Portland school board ponders COVID vaccine mandate for students 12 and older,OPB,"Sep 29, 2021",2021-09-29,"Portland Public Schools officials are considering a COVID-19 vaccination 
mandate for students 12 and older. The school board heard from local and 
national...",https://www.opb.org/article/2021/09/29/portland-public-schools-vaccine-mandate-covid-19-oregon/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
152,COVID-19 Proof of Vaccination or Test Required for Some ...,Contra Costa Health Services,"Sep 14, 2021",2021-09-14,"Visit cchealth.org/coronavirus for more information about this health 
order, or to find a safe, fast and free COVID-19 vaccination in Contra 
Costa County. # # #.",https://cchealth.org/press-releases/2021/0914-COVID-19-Proof-of-Vaccination-or-Test-Required.php,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
153,COVID vaccine mandate issued by CTA for all employees by October 25,ABC7 Chicago,"Sep 3, 2021",2021-09-03,"CHICAGO (WLS) -- All CTA employees must be vaccinated against COVID-19, the 
transit authority announced Friday. Employees have until October 25,...",https://abc7chicago.com/covid-vaccine-mandate-cta-chicago-bus-train/10996715/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
154,Lost your vaccine card? Here’s how to prove you’re fully vaccinated,MPR News,"Sep 22, 2021",2021-09-22,"In March, the FBI said that fake COVID vaccine cards have a negative impact 
on public health. “By misrepresenting yourself as vaccinated when entering 
schools,...",https://www.mprnews.org/story/2021/09/22/lost-your-vaccine-card-heres-how-to-prove-youre-fully-vaccinated,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
155,Vatican orders all employees to get COVID vaccine or weekly ...,Axios,"Sep 28, 2021",2021-09-28,"The Vatican City State said Tuesday that it will require all employees to 
provide proof of vaccination or documentation of a recent negative COVID 
test,...",https://www.axios.com/covid-vaccine-vatican-employees-weekly-testing-2728bb35-9d00-4475-b950-eff3330f4f65.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
156,"CABQ, Bernalillo County will not require employees to get ...",KOB 4,"Sep 21, 2021",2021-09-21,"ALBUQUERQUE, N.M. - The City of Albuquerque and Bernalillo County says they 
will not require their employees to get the covid vaccine.",https://www.kob.com/albuquerque-news/bernalillo-county-will-not-require-employees-to-get-covid-vaccine/6243964/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
157,News release: State announces booster vaccinations at Mall ...,Minnesota Department of Health,"Sep 30, 2021",2021-09-30,"The State of Minnesota announced the state's COVID-19 community vaccination 
site at Mall of America is accepting appointments and walk-ins for booster 
doses...",https://www.health.state.mn.us/news/pressrel/2021/covid093021.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
158,Looking for a religious exemption to a COVID vaccine ...,Baptist News Global,"Sep 16, 2021",2021-09-16,"Unless you're a member of a Dutch Reformed church or a Christian Science 
church, making a claim for a religious exemption to the COVID-19 vaccine as 
a...",https://baptistnews.com/article/looking-for-a-religious-exemption-to-a-covid-vaccine-mandate-most-denominations-wont-help-you/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
159,"No, migrants in immigrant detention facilities are not required to get the COVID-19 vaccine",ABC10,"Sep 21, 2021",2021-09-21,"No, migrants in immigrant detention facilities are not required to get the 
COVID-19 vaccine. Immigration and Customs Enforcement says it “cannot 
force...",https://www.abc10.com/article/news/verify/immigration/no-vaccine-mandate-immigration-detention-facilities-migrant-undocumented-workers-do-not-compel-vaccination/536-d1f56fcf-230c-4183-83e5-cc86c621fe95,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
160,What to Expect from OSHA on COVID-19 Vaccine and Testing ...,SHRM,"Sep 12, 2021",2021-09-12,"5, OSHA published its COVID-19 vaccination-or-testing policy for businesses 
with at least 100 employees companywide. On Nov. 6, the 5th U.S. Circuit 
Court...",https://www.shrm.org/resourcesandtools/legal-and-compliance/employment-law/pages/what-to-expect-from-osha-on-covid-19-vaccine-and-testing-rules.aspx,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
161,"Shots are coming to little arms, but when?",CNN,"Sep 21, 2021",2021-09-21,"Kids are getting Covid. There have been nearly 500,000 cases in children 
under 12 in the past two weeks. They are still much less likely to be 
hospitalized or...",https://www.cnn.com/2021/09/21/politics/children-covid-vaccine-what-matters/index.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
162,"FDA-approved Covid vaccine for kids ages 5 to 11 ‘very feasible’ by Halloween, says former FDA commissioner",CNBC,"Sep 20, 2021",2021-09-20,"Pfizer and BioNTech's Covid vaccine is safe and appears to generate a 
robust immune response in a clinical trial of kids 5 to 11, the drugmakers 
announced.",https://www.cnbc.com/2021/09/20/fda-approved-covid-vaccine-for-kids-age-5-to-11-very-feasible-by-halloween-says-former-fda-commissioner.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
163,Study: No Serious COVID-19 Vaccine Side Effects in ...,UC San Diego Health,"Sep 8, 2021",2021-09-08,"Study: No Serious COVID-19 Vaccine Side Effects in Breastfeeding Moms, 
Infants. Researchers found after Pfizer and Moderna vaccine, breastfeeding 
mothers...",https://health.ucsd.edu/news/releases/Pages/2021-09-08-study-no-serious-covid-19-vaccine-side-effects-in-breastfeeding-moms-infants.aspx,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
164,Syracuse’s biggest hospital lays off 113 workers who refused Covid vaccine,Syracuse.com,"Sep 30, 2021",2021-09-30,"— Upstate University Hospital has suspended or terminated 113 employees who 
did not get Covid-19 shots by the state's vaccination mandate deadline 
Monday.",https://www.syracuse.com/health/2021/09/syracuses-biggest-hospital-lays-off-113-workers-who-refused-covid-vaccine.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
165,COVID-19 Task Force Issues FAQs on Vaccine Mandate for ...,SHRM,"Sep 17, 2021",2021-09-17,"Federal employees—including remote workers—will need to be fully vaccinated 
against the coronavirus by Nov. 22, according to recently released FAQs 
from the...",https://www.shrm.org/resourcesandtools/legal-and-compliance/employment-law/pages/faqs-on-vaccine-mandate-for-federal-workers.aspx,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
166,CMS Crafting COVID Vaccine Rule for All Health Care Staff,Hospice News,"Sep 9, 2021",2021-09-09,"... Conditions of Participation that would require all staff of Medicare- 
and Medicaid-certified health care providers to be vaccinated against 
COVID-19.",https://hospicenews.com/2021/09/09/white-house-crafting-covid-vaccine-rule-for-all-health-care-staff/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
167,Minnesota health officials decry COVID vaccine misinformation,Star Tribune,"Sep 1, 2021",2021-09-01,"But the COVID-19 vaccines have been extensively studied and scrutinized, 
Poland said. While critics say health officials haven't acknowledged 
problems with them...",https://www.startribune.com/minnesota-health-officials-decry-covid-vaccine-misinformation/600093064/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
168,Gavin Newsom fights COVID vaccine mandate for prison guards,Los Angeles Times,"Sep 24, 2021",2021-09-24,"Gavin Newsom and the California Department of Corrections and 
Rehabilitation have continued to fight the request to mandate COVID 
vaccinations for all...",https://www.latimes.com/california/story/2021-09-24/newsom-covid-19-vaccines-prison-guards,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
169,Wondering about COVID-19 vaccines if you're breastfeeding?,Harvard Health,"Sep 3, 2021",2021-09-03,"Unlike COVID-19, some of a mother's immunity against COVID-19 from a 
vaccine can pass through breast milk to your baby. Which vaccines are 
approved or...",https://www.health.harvard.edu/blog/wondering-about-covid-19-vaccines-if-youre-breastfeeding-202109032584,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
170,Covid Vaccine Opponents Try To Drown Out The Mayor At A ...,Civil Beat,"Sep 2, 2021",2021-09-02,"Dozens of demonstrators protested Covid-19 vaccination mandates outside 
Honolulu Hale as the City Council met inside. Cory Lum/Civil Beat/...",https://www.civilbeat.org/2021/09/covid-vaccine-opponents-try-to-drown-out-the-mayor-at-a-honolulu-city-council-meeting/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
171,Little Rock Offering Incentives at Upcoming COVID-19 ...,City of Little Rock,"Sep 7, 2021",2021-09-07,"Those vaccinated at these clinics will receive a $50 VISA Rewards Card from 
U.S. Bank for both their first and second dose of vaccine received at a...",https://www.littlerock.gov/news/little-rock-offering-incentives-at-upcoming-covid-19-vaccine-clinics/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
172,Pfizer board member Gottlieb says Covid vaccine approval for young kids by Halloween is still possible,CNBC,"Sep 29, 2021",2021-09-29,"Scott Gottlieb told CNBC it is still possible the FDA will approve Pfizer 
and BioNTech's Covid-19 vaccine for young kids by Halloween. Pfizer 
submitted initial...",https://www.cnbc.com/2021/09/29/pfizer-covid-vaccine-gottlieb-says-fda-approval-for-young-kids-by-halloween-possible.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
173,New global dashboard sheds light on reasons behind COVID ...,JHU Hub,"Sep 13, 2021",2021-09-13,"New global dashboard sheds light on reasons behind COVID vaccine hesitancy, 
refusal. Interactive tool created with survey data collected from more than 
12...",https://hub.jhu.edu/2021/09/13/ccp-global-covid-dashboard-vaccine-hesitancy/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
174,CDC: Americans With Disabilities Have Harder Time Getting Covid Vaccine,The New York Times,"Sep 30, 2021",2021-09-30,"Americans with a disability were more likely to want coronavirus vaccines 
but ... The study noted that state-run vaccine registration websites were 
not all...",https://www.nytimes.com/2021/09/30/health/covid-vaccine-disabilities.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
